food_name,Protein (g),Total lipid (fat) (g),"Carbohydrate, by difference (g)",Energy (kcal),"Alcohol, ethyl (g)",Water (g),Caffeine (mg),Theobromine (mg),Total Sugars (g),"Fiber, total dietary (g)","Calcium, Ca (mg)","Iron, Fe (mg)","Magnesium, Mg (mg)","Phosphorus, P (mg)","Potassium, K (mg)","Sodium, Na (mg)","Zinc, Zn (mg)","Copper, Cu (mg)","Selenium, Se (µg)",Retinol (µg),"Vitamin A, RAE (µg)","Carotene, beta (µg)","Carotene, alpha (µg)",Vitamin E (alpha-tocopherol) (mg),Vitamin D (D2 + D3) (µg),"Cryptoxanthin, beta (µg)",Lycopene (µg),Lutein + zeaxanthin (µg),"Vitamin C, total ascorbic acid (mg)",Thiamin (mg),Riboflavin (mg),Niacin (mg),Vitamin B-6 (mg),"Folate, total (µg)",Vitamin B-12 (µg),"Choline, total (mg)",Vitamin K (phylloquinone) (µg),Folic acid (µg),"Folate, food (µg)","Folate, DFE (µg)","Vitamin E, added (mg)","Vitamin B-12, added (µg)",Cholesterol (mg),"Fatty acids, total saturated (g)",SFA 4:0 (g),SFA 6:0 (g),SFA 8:0 (g),SFA 10:0 (g),SFA 12:0 (g),SFA 14:0 (g),SFA 16:0 (g),SFA 18:0 (g),MUFA 18:1 (g),PUFA 18:2 (g),PUFA 18:3 (g),PUFA 20:4 (g),PUFA 22:6 n-3 (DHA) (g),MUFA 16:1 (g),PUFA 18:4 (g),MUFA 20:1 (g),PUFA 20:5 n-3 (EPA) (g),MUFA 22:1 (g),PUFA 22:5 n-3 (DPA) (g),"Fatty acids, total monounsaturated (g)","Fatty acids, total polyunsaturated (g)"
shrimp teriyaki,21.62,1.56,3.34,120,0,69.89,0,0,1.76,0,87,0.51,42,300,184,581,1.51,0.249,45.5,82,82,0,0,2.02,0.1,0,0,0,0,0.033,0.031,2.614,0.234,23,1.52,126.6,0.4,0,23,23,0,0,193,0.478,0,0,0,0,0.009,0.02,0.26,0.144,0.205,0.175,0.011,0.061,0.129,0.037,0,0.006,0.124,0,0.011,0.331,0.541
steak teriyaki,28.86,8.25,1.94,198,0,58.92,0,0,1.76,0,10,2.53,26,196,259,517,4.78,0.08,29.2,0,0,0,0,0.39,0.1,0,0,0,0,0.068,0.158,5.072,0.382,10,1.57,109.5,1.4,0,10,10,0,0,82,3.13,0,0,0,0.017,0.017,0.245,1.952,0.898,3.157,0.218,0.08,0.02,0.001,0.348,0,0.013,0.003,0,0.015,3.517,0.336
sweet and sour pork,8.88,13.6,25.5,260,0,50.8,0,0,10.3,1,46,3.07,13,133,152,304,1.07,0.06,9.7,2,29,259,139,0.89,0.2,0,199,22,2.3,0.235,0.103,2.11,0.17,11,0.19,32.4,27.8,5,6,15,0,0,24,2.68,0.003,0,0.006,0.005,0.003,0.042,1.79,0.719,3.35,6.26,0.786,0.025,0.002,0.075,0,0.072,0.004,0.007,0.003,3.49,7.05
sweet and sour shrimp,5.92,9.22,16.19,172,0,66.92,0,0,8.44,0.6,33,0.73,16,104,136,347,0.47,0.108,11.5,18,20,33,2,2.17,0,1,399,41,12,0.081,0.055,1.177,0.113,18,0.28,33.3,9.8,7,12,23,0,0,45,1.287,0,0,0,0,0.002,0.008,0.909,0.287,3.624,3.024,0.385,0.012,0.023,0.039,0,0.059,0.023,0,0.002,3.743,3.479
szechuan beef,7.08,5.3,7.29,105,0,78.82,0,0,2.41,1.5,22,1.11,15,76,204,409,1.5,0.049,6.7,0,63,595,323,0.82,0.1,1,4,268,11.6,0.033,0.055,1.32,0.161,45,0.48,34.5,51.3,0,45,45,0,0,14,0.978,0.003,0.008,0.002,0.002,0.002,0.028,0.634,0.253,1.125,1.834,0.264,0.014,0.001,0.053,0,0.02,0.004,0.002,0.005,1.217,2.13
bean soup,3.76,0.76,11.62,67,0,82.63,0,0,1.14,4,20,0.87,31,64,197,244,0.49,0.096,0.5,0,52,524,213,0.5,0,0,0,34,1.4,0.108,0.036,0.322,0.055,65,0,14.8,4.7,0,65,65,0,0,0,0.132,0,0,0,0,0,0.001,0.108,0.018,0.227,0.232,0.064,0,0,0.002,0,0.003,0,0,0,0.233,0.296
beef soup,3.28,2.05,4.04,47,0,89.64,0,0,1.1,0.8,12,0.4,11,38,152,249,0.75,0.04,2.5,0,33,339,96,0.2,0,4,227,259,6.8,0.029,0.04,0.867,0.092,11,0.25,13.1,13.3,0,11,11,0,0,9,0.693,0,0,0,0.002,0.002,0.048,0.405,0.209,0.772,0.172,0.027,0.005,0,0.061,0,0.006,0,0,0.001,0.868,0.205
chicken soup,3.44,1.14,4.04,40,0,90.48,0,0,1.1,0.8,11,0.23,12,40,151,249,0.27,0.037,3,1,33,339,96,0.21,0,4,227,259,6.8,0.033,0.04,1.102,0.118,11,0.03,13.8,13.6,0,11,11,0,0,12,0.268,0,0,0,0.001,0.001,0.005,0.203,0.052,0.388,0.263,0.026,0.009,0.001,0.044,0,0.006,0,0,0.001,0.439,0.305
fruit soup,0.54,0.12,7.04,30,0,91.98,0,0,5.83,0.8,9,0.24,9,12,108,8,0.23,0.042,0.6,0,61,658,27,0.12,0,116,906,48,19.5,0.039,0.02,0.343,0.033,6,0,5.3,2,0,6,6,0,0,0,0.016,0,0,0,0,0,0,0.012,0.003,0.012,0.023,0.013,0,0,0,0,0,0,0,0,0.012,0.036
gazpacho,0.81,0.63,4.49,26,0,93.04,0,0,2.81,1,11,0.24,10,22,206,208,0.14,0.052,0.1,0,33,380,33,0.56,0,35,3634,92,36,0.044,0.046,0.433,0.101,17,0,6.6,7,0,17,17,0,0,0,0.08,0,0,0,0,0,0.001,0.059,0.017,0.171,0.184,0.023,0,0,0.002,0,0.003,0,0,0,0.176,0.207
lentil soup,3.82,0.69,10.2,60,0,84.17,0,0,1.72,3.7,17,1.36,18,79,203,244,0.55,0.112,1.2,0,52,526,213,0.2,0,0,0,34,2,0.078,0.042,0.542,0.098,78,0,14.8,4,0,78,78,0,0,0,0.098,0,0,0,0,0,0.001,0.075,0.017,0.233,0.236,0.037,0,0,0.002,0,0.004,0,0,0,0.24,0.274
meatball soup,2.65,2.17,5.53,52,0,88.38,0,0,1.45,0.9,12,0.54,13,37,204,285,0.56,0.072,2,0,25,258,85,0.3,0,0,2154,215,6.8,0.029,0.043,0.942,0.101,12,0.21,11.8,2.8,1,11,12,0,0,7,0.765,0,0,0,0.002,0.001,0.055,0.439,0.232,0.8,0.174,0.028,0,0,0.056,0,0.005,0,0,0.001,0.876,0.203
noodle soup,5.48,2.99,10.08,90,0,80.47,0,0,0.62,0.8,14,0.68,13,62,102,290,0.52,0.049,12.4,11,30,209,45,0.39,0.2,2,57,124,3.2,0.103,0.09,1.382,0.102,32,0.18,32,10.5,20,12,46,0,0,35,0.689,0,0,0,0.001,0.002,0.017,0.49,0.158,1.057,0.698,0.069,0.008,0.004,0.063,0,0.012,0.002,0,0.001,1.142,0.803
pork soup,3.14,2.17,4.04,48,0,89.5,0,0,1.1,0.8,13,0.32,11,38,152,247,0.61,0.044,4.3,0,33,339,96,0.2,0.1,4,227,259,6.8,0.073,0.057,0.721,0.095,10,0.09,14.7,13.2,0,10,10,0,0,10,0.711,0,0,0,0.002,0.002,0.023,0.439,0.234,0.872,0.31,0.027,0.01,0,0.042,0,0.015,0,0,0,0.93,0.356
pozole,3.38,1.23,4.59,43,0,89.98,0,0,0.98,0.9,10,0.26,10,39,103,248,0.37,0.03,3.4,1,28,275,91,0.17,0,2,114,141,3.7,0.024,0.033,0.964,0.099,7,0.03,12.4,7.7,0,7,7,0,0,12,0.279,0,0,0,0.001,0.001,0.005,0.213,0.054,0.417,0.309,0.025,0.009,0.001,0.044,0,0.006,0,0,0.001,0.469,0.349
soup,3.51,1.3,6.09,49,0,88.1,0,0,1.31,1.8,14,0.66,13,52,169,247,0.52,0.063,2.2,0,40,401,135,0.2,0,3,151,184,5.2,0.047,0.041,0.837,0.103,33,0.1,13.9,10.3,0,33,33,0,0,7,0.353,0,0,0,0.001,0.001,0.018,0.228,0.093,0.464,0.224,0.03,0.005,0,0.036,0,0.005,0,0,0.001,0.516,0.261
split pea soup,4.56,1.56,9.845,70.5,0,82.915,0,0,1.985,3.55,15,0.6,17.5,54,200.5,246,0.65,0.086,2.4,0,47,473.5,191.5,0.17,0.05,0,0,30.5,1.45,0.105,0.05,0.632,0.064,30,0.045,18.9,4.9,0,30,30,0,0,5,0.422,0,0,0,0.001,0.001,0.012,0.268,0.13,0.605,0.321,0.037,0.005,0,0.022,0,0.011,0,0,0,0.638,0.367
tomato soup,0.65,0.41,3.64,19,0,94.22,0,0,2.01,0.9,11,0.44,9,17,169,244,0.14,0.08,0.2,0,36,376,109,0.61,0,0,4918,43,5.9,0.018,0.026,0.479,0.055,7,0,5.7,4.1,0,7,7,0,0,0,0.057,0,0,0,0,0,0,0.042,0.012,0.138,0.143,0.015,0,0,0.001,0,0.002,0,0,0,0.142,0.158
tortilla soup,4.22,4.17,12.56,102,0,78.1,0,0,0.87,1.3,24,0.39,21,67,129,257,0.42,0.04,3.6,1,28,275,91,0.68,0,2,114,138,3.7,0.044,0.043,1.084,0.125,9,0.03,14.8,10.8,0,9,9,0,0,12,0.679,0,0,0.001,0.003,0.001,0.007,0.532,0.108,1.21,1.817,0.057,0.01,0.001,0.047,0,0.016,0,0,0.001,1.277,1.892
vegetable soup,0.84,0.45,5.08,27,0,92.62,0,0,1.33,1,12,0.2,11,22,154,243,0.16,0.039,0.1,0,36,382,100,0.22,0,5,303,341,8.9,0.029,0.026,0.433,0.063,13,0,5.8,17.1,0,13,13,0,0,0,0.064,0,0,0,0.001,0,0.001,0.048,0.011,0.138,0.139,0.022,0,0,0.002,0,0.002,0,0,0,0.142,0.161
bisque soup,2.28,4.81,5.9,75,0,86.01,0,0,1.9,0.9,28,0.56,10,38,138,239,2.8,0.285,5.8,40,100,605,231,0.44,0.2,0,455,56,3.9,0.05,0.058,0.581,0.055,14,0.54,13.4,5.1,4,10,17,0,0,22,2.529,0.087,0.073,0.046,0.108,0.129,0.409,1.185,0.398,1.104,0.235,0.038,0.01,0.012,0.084,0.003,0.013,0.018,0.001,0.003,1.041,0.393
cream soup,2.18,4.895,6.678,78.25,0,85.168,0,0,1.815,1.05,17.75,0.415,11,42,185.75,246,0.255,0.089,4,39.25,70.5,326.75,97.5,0.392,0.2,2.25,1362,164.5,5.85,0.057,0.113,1.184,0.076,16.75,0.012,10.95,9.45,4,13,19.5,0,0,15.25,2.545,0.087,0.072,0.046,0.108,0.128,0.406,1.202,0.402,1.147,0.283,0.035,0.009,0,0.09,0,0.011,0.001,0,0.002,1.088,0.405
peanut soup,3.24,5.29,8.36,88,0,81.76,0,0,2.61,1.7,18,0.41,30,60,243,246,0.45,0.087,0.5,0,40,426,104,1.1,0,7,380,424,11,0.051,0.051,1.834,0.12,24,0,13.4,20.8,0,24,24,0,0,0,1.056,0,0,0,0.001,0,0.003,0.494,0.22,2.485,1.265,0.014,0.002,0,0.004,0,0.058,0,0.005,0,2.598,1.303
pepperpot soup,3.06,5.75,6.79,91,0,83.3,0,0,1.46,0.9,22,0.43,12,41,155,251,0.49,0.045,3.6,39,71,339,96,0.31,0.2,4,227,260,6.9,0.078,0.078,0.78,0.079,15,0.12,21.6,13.6,4,12,18,0,0,23,2.88,0.087,0.072,0.046,0.109,0.129,0.42,1.39,0.525,1.524,0.327,0.04,0.014,0,0.104,0,0.017,0.001,0,0.002,1.486,0.461
potato soup,1.51,4.71,10.53,90,0,82.1,0,0,1.01,1.2,15,0.34,13,36,227,240,0.23,0.055,0.9,39,60,210,85,0.2,0.2,0,0,18,7.1,0.059,0.053,0.854,0.072,13,0,8,2.3,4,9,15,0,0,12,2.485,0.087,0.072,0.046,0.108,0.13,0.405,1.155,0.39,1.075,0.22,0.033,0.007,0,0.08,0,0.01,0.001,0,0.002,1.004,0.336
pumpkin soup,1.1,4.7,6.86,72,0,86.36,0,0,2.07,1.5,23,0.74,12,27,120,241,0.14,0.054,1,39,368,2961,1986,0.61,0.2,0,0,14,2.3,0.044,0.062,0.402,0.039,12,0,6.9,8.2,4,8,15,0,0,12,2.533,0.087,0.072,0.046,0.108,0.13,0.412,1.19,0.392,1.082,0.21,0.032,0.007,0,0.086,0,0.01,0.001,0,0.002,1.018,0.325
beef ramen,6.81,5.19,15.4,137,0,71.4,0,0,0.44,1,16,1.1,14,62,92,353,1.18,0.068,16.4,0,14,159,0,0.53,0,0,0,60,3.1,0.146,0.101,1.644,0.097,43,0.37,16.2,14.8,32,11,65,0,0,13,1.328,0,0,0,0.001,0.005,0.074,0.827,0.364,1.958,0.999,0.126,0.007,0,0.096,0,0.022,0,0,0.001,2.119,1.138
chicken ramen,7.04,3.86,15.4,126,0,72.64,0,0,0.44,1,14,0.85,15,65,91,354,0.48,0.064,17.1,2,15,159,0,0.54,0,0,0,61,3.1,0.151,0.102,1.989,0.135,42,0.05,17.2,15.1,32,10,65,0,0,18,0.705,0,0,0,0.001,0.004,0.01,0.531,0.135,1.396,1.132,0.125,0.013,0.001,0.07,0,0.021,0.001,0,0.001,1.491,1.284
fish ramen,5.78,2.87,15.4,112,0,74.84,0,0,0.44,1,15,0.77,14,76,94,359,0.34,0.06,17.1,2,15,159,0,0.59,0.1,0,0,60,3.1,0.141,0.084,1.36,0.074,43,0.29,15.6,14.6,32,11,66,0,0,10,0.417,0,0,0,0,0.003,0.005,0.31,0.078,1.032,0.941,0.116,0.002,0.018,0.009,0,0.017,0.008,0,0.001,1.061,1.089
pho,3.615,2.13,5.75,57,0,87.35,0,0,0.55,0.45,17.5,0.425,7,35,65.5,361,0.745,0.04,3.85,0.5,11.5,132.5,0,0.085,0,0,0,2,3.25,0.02,0.032,0.639,0.066,10.5,0.255,11.55,4.4,0,10.5,10.5,0,0,9,0.704,0,0,0,0.001,0.002,0.048,0.414,0.213,0.786,0.224,0.034,0.004,0,0.062,0,0.006,0,0,0,0.882,0.265
ramen,7.13,4.57,13.95,127,0,73.24,0,0,0.42,0.9,18,0.98,14,79,96,333,0.72,0.058,18.3,19,31,143,0,0.6,0.3,1,0,105,2.8,0.139,0.128,1.498,0.098,46,0.32,48.2,13.4,29,17,66,0,0,53,1.055,0,0,0,0.001,0.004,0.03,0.732,0.254,1.651,1.068,0.111,0.007,0.006,0.076,0,0.018,0.003,0,0.001,1.764,1.235
seaweed soup,3.73,1.87,1.52,37,0,91.48,0,0,0.47,0.2,20,0.58,11,35,83,324,0.75,0.039,2.9,0,10,114,0,0.13,0,0,0,0,1.9,0.024,0.078,1.034,0.057,20,0.29,11.7,2.7,0,20,20,0,0,10,0.704,0,0,0,0.001,0.002,0.053,0.402,0.22,0.683,0.051,0.008,0.006,0,0.066,0,0.006,0.009,0,0.001,0.783,0.076
vegetarian ramen,4.01,3.33,15.57,108,0,75.89,0,0,0.54,1.1,29,0.9,15,45,64,344,0.37,0.079,14.1,0,13,159,0,0.5,0,0,0,60,3.1,0.144,0.078,0.945,0.044,48,0,7.7,14.8,32,16,70,0,0,0,0.476,0,0,0,0,0.003,0.006,0.354,0.093,1.142,1.205,0.152,0,0,0.01,0,0.016,0,0,0,1.168,1.361
wonton soup,2.39,1.31,2.95,33,0,92.21,0,0,0.74,0.3,10,0.24,6,33,86,370,0.37,0.013,4.1,0,1,10,0,0.07,0,0,0,4,1.7,0.085,0.056,0.841,0.055,4,0.09,12.4,11.5,0,4,4,0,0,4,0.406,0,0,0,0.002,0,0.018,0.243,0.132,0.51,0.149,0.012,0.004,0,0.039,0,0.008,0,0,0,0.565,0.17
potato chips,6.39,33.98,53.83,532,0,1.86,0,0,0.33,3.1,21,1.28,63,153,1196,527,1.09,0.234,2.5,0,0,0,0,10.45,0,0,0,0,21.6,0.213,0.088,4.762,0.531,29,0,12.1,22.1,0,29,29,0,0,0,3.4,0,0,0.002,0.001,0,0.044,2.157,0.802,18.6,7.904,0.358,0.009,0,0.069,0,0.243,0.001,0.01,0,18.963,8.282
bean chips,14.6,21.58,53.12,448,0,7.64,0,0,1.08,9.7,36,4.01,96,255,547,410,2.54,0.513,8.3,0,1,9,0,4.97,0,0,0,21,1.7,0.499,0.153,2.653,0.362,243,0,51.9,3.1,0,243,243,0,0,0,2.964,0,0,0,0,0,0.01,2.472,0.339,5.768,11.01,0.315,0,0,0.022,0,0.077,0,0,0,5.876,11.317
corn chips,6.12,33.1,56.82,535,0,1.06,0,0,0.27,4,137,1.19,71,192,143,817,1.28,0.1,7.5,0,3,20,2,7.17,0,41,0,523,0,0.047,0.077,0.835,0.166,8,0,12,6.2,0,8,8,0,0,0,4.297,0.001,0,0.01,0.004,0.001,0.012,3.483,0.548,8.915,16.007,0.276,0.006,0,0.031,0,0.102,0.006,0.002,0,9.062,16.308
corn nuts,8.5,15.64,71.86,446,0,1.3,0,0,0.61,6.9,9,1.67,113,275,278,564,1.78,0.115,14.8,0,0,0,0,1.98,0,0,0,0,0,0.041,0.13,1.694,0.229,0,0,20.6,9.3,0,0,0,0,0,0,2.43,0,0,0,0,0,0.03,1.025,1.064,7.49,3.009,0.058,0,0,0,0,0,0,0,0,9.46,3.05
cracker chips,7.95,21.11,67.26,491,0,2.04,0,0,7.2,8.8,20,1.74,76,222,232,423,1.65,0.227,12.2,0,3,29,19,7.04,0,0,0,441,0,0.14,0.02,2.1,0.2,25,0,14.8,2.4,8,17,31,0,0,0,2.166,0,0,0,0,0,0,1.265,0.687,11.447,6.42,0.093,0,0,0,0,0.054,0,0,0,11.501,6.513
multigrain chips,7.95,21.11,67.26,491,0,2.04,0,0,7.2,8.8,20,1.74,76,222,232,423,1.65,0.227,12.2,0,3,29,19,7.04,0,0,0,441,0,0.14,0.02,2.1,0.2,25,0,14.8,2.4,8,17,31,0,0,0,2.166,0,0,0,0,0,0,1.265,0.687,11.447,6.42,0.093,0,0,0,0,0.054,0,0,0,11.501,6.513
plantain chips,2.28,29.59,63.84,531,0,2.09,0,0,0.92,3.5,9,0.97,71,78,786,202,0.37,0.198,0.4,0,69,611,441,5.04,0,0,36,16,32.1,0.065,0.04,0.802,0.46,35,0,0,28.6,0,35,35,0,0,0,8.337,0.006,0.001,0.019,0.036,0.033,0.21,7.084,0.781,5.473,11.617,0.078,0.001,0,0.116,0,0.028,0.028,0.001,0,5.632,11.739
popcorn chips,10.19,11.19,74.18,438,0,1.58,0,0,0.79,4.9,148,1.48,90,295,252,586,1.06,0.102,14.5,0,4,34,22,4.61,0,0,0,470,0.2,0.204,0.259,0.389,0.167,15,0,21.7,19.5,0,15,15,0,0,0,1.579,0,0,0,0,0,0.002,1.29,0.177,2.997,5.405,0.134,0,0,0.01,0,0.022,0,0,0,3.175,5.785
shrimp chips,7.14,17.86,59.09,426,0,13.6,0,0,21.43,5.6,20,1.91,72,191,193,571,1.38,0.221,33.1,0,0,0,0,3.28,0,0,0,116,0,0.264,0.091,2.631,0.216,23,0.02,17.6,12.8,0,23,23,0,0,2,5.357,0,0,0,0,0,0.001,3.435,1.32,7.802,2.802,1.167,0,0.001,0.027,0,0.168,0.001,0,0,7.997,3.971
soy chips,26.5,7.35,53.15,385,0,8.5,0,0,1.8,3.5,171,5.2,170,7,7,842,1.5,2.456,12.1,0,0,0,0,1.01,0,0,0,0,0,0.333,0.349,2.978,0.513,240,0,110.9,11.9,0,240,240,0,0,0,1.102,0,0,0,0,0.002,0.02,0.809,0.269,1.628,3.621,0.398,0,0,0.033,0,0,0,0,0,1.661,4.018
sweet potato chips,2.92,32.19,56.54,529,0,4.49,0,0,8.78,8.8,59,2.11,65,144,920,227,0.53,0.41,2.1,0,1178,14134,0,9.77,0,0,0,0,0,0.088,0.16,2.078,0.532,37,0,36.4,24.4,0,37,37,0,0,0,2.926,0,0,0,0,0,0.001,1.387,0.8,8.798,11.024,1.138,0,0,0.024,0,0.186,0,0.066,0,9.109,12.163
taro chips,2.3,24.9,68.1,498,0,2,0,0,3.82,7.2,60,1.2,84,131,755,342,0.38,0.28,1.8,0,7,66,0,11.34,0,37,0,0,5,0.174,0.029,0.515,0.438,20,0,44.3,18,0,20,20,0,0,0,6.43,0,0,0,0,0,0.2,5.65,0.57,4.23,12.82,0.06,0,0,0.2,0,0,0,0,0,4.43,12.88
tortilla chips,7.1,20.68,67.78,472,0,2.64,0,0,0.78,5.4,106,1.52,84,225,182,328,1.38,0.097,4.4,0,0,2,0,3.53,0,2,0,5,0,0.14,0.07,0.838,0.179,12,0,19.4,20.9,0,12,12,0,0,0,2.811,0,0,0.008,0.01,0.003,0.015,2.245,0.376,5.56,10.522,0.231,0.005,0,0.023,0.002,0.071,0,0.002,0,5.664,10.769
vegetable chips,4.72,26.56,59.2,495,0,5.42,0,0,6.9,7.8,66,1.6,70,164,1052,329,0.82,0.332,2.1,0,53,620,0,6.5,0,20,3624,0,8.5,0.18,0.095,2.268,0.538,52,0,29.5,31,0,52,52,0,0,0,1.824,0,0,0,0,0.004,0.002,1.076,0.508,14.62,4.586,2.179,0,0,0.053,0,0.31,0,0,0,14.988,6.766
popcorn,9.13,30.57,54.99,518,0,2.36,0,0,0.61,10.2,6,2.26,102,253,232,764,2.18,0.185,0,0,7,63,41,2.07,0,0,0,1024,0,0.073,0.059,1.629,0.111,22,0,15,28.4,0,22,22,0,0,0,14.304,0.001,0.047,0.667,0.528,4.098,1.646,2.709,4.406,6.683,7.077,0.34,0,0,0.018,0,0.071,0,0.004,0,6.777,7.417
hard pretzals,10.04,2.93,80.39,384,0,3.13,0,0,2.21,3.4,27,4.58,29,128,223,1120,1.04,0.156,4.4,0,0,0,0,0.47,0,0,0,9,2.1,0.424,0.332,5.27,0.074,171,0,29.5,2.8,88,83,233,0,0,0,0.391,0,0,0,0.002,0.001,0.001,0.32,0.05,0.706,1.227,0.064,0,0,0.003,0,0.016,0,0.001,0,0.727,1.291
pretzels,10.04,2.93,80.39,384,0,3.13,0,0,2.21,3.4,27,4.58,29,128,223,1120,1.04,0.156,4.4,0,0,0,0,0.47,0,0,0,9,2.1,0.424,0.332,5.27,0.074,171,0,29.5,2.8,88,83,233,0,0,0,0.391,0,0,0,0.002,0.001,0.001,0.32,0.05,0.706,1.227,0.064,0,0,0.003,0,0.016,0,0.001,0,0.727,1.291
snack,6.87,25.79,63.11,504,0,1.64,0,0,1.9,3.1,80,2.08,48,165,180,729,0.94,0.09,6.4,3,5,13,0,4.04,0,20,0,346,0.4,0.186,0.229,2.296,0.135,65,0.07,16.9,7.3,17,48,76,0,0,2,3.034,0.009,0.006,0.01,0.015,0.013,0.047,2.27,0.451,6.915,12.462,0.312,0.003,0,0.033,0,0.149,0.002,0.004,0,7.065,12.79
soft pretzals,8.01,4,69.38,345,0,14.66,0,0,0.24,1.7,23,3.83,21,77,86,775,0.92,0.123,16.8,8,8,2,0,0.56,0,0,0,17,0,0.4,0.283,4.17,0.02,23,0,17.5,2.7,0,23,23,0,0,2,1.283,0.032,0.019,0.011,0.024,0.027,0.106,0.691,0.355,1.289,0.893,0.068,0,0,0.022,0,0,0,0,0,1.326,0.962
bagel chips,12.34,15.14,66.36,451,0,5.05,0,0,6.02,4.1,24,5.05,39,131,140,233,1,0.167,36.2,0,0,0,0,0.81,0,0,0,14,0,0.523,0.337,7.66,0.117,142,0,17.8,5.2,112,30,220,0,0,0,6.835,0.003,0,0.006,0.007,0.062,0.161,5.883,0.613,5.975,2.015,0.059,0.004,0,0.031,0,0.034,0.003,0.002,0,6.05,2.085
crackers,6.64,26.43,61.3,510,0,3.14,0,0,8.18,2.3,120,4.03,18,248,118,726,0.49,0.104,6.7,0,0,0,0,3.03,0,0,0,12,0,0.416,0.456,4.352,0.063,92,0,9.6,69.3,84,8,150,0,0,0,5.562,0.008,0,0.004,0.009,0.005,0.047,3.17,2.099,6.399,11.571,1.546,0.01,0,0.024,0,0.106,0,0.01,0,6.553,13.137
croutons,10.8,18.3,63.5,465,0,3.6,0,0,4.41,5,96,2.82,42,140,181,1333,0.94,0.168,28.8,7,7,6,0,0.4,0,0,0,45,0,0.506,0.421,4.646,0.083,105,0.14,14.6,7.6,65,40,151,0,0,7,5.247,0.092,0.034,0.018,0.045,0.061,0.282,2.634,2.023,9.451,2.227,0.142,0,0,0.047,0,0,0,0,0,9.498,2.368
melba toast,12.1,3.2,76.6,390,0,5.1,0,0,0.94,6.3,93,3.7,59,196,202,598,2.01,0.289,34.8,0,0,0,0,0.43,0,0,0,74,0,0.413,0.273,4.113,0.098,124,0,19.8,0.9,98,26,193,0,0,0,0.445,0,0,0,0,0,0.002,0.355,0.088,0.762,1.21,0.071,0,0,0.02,0,0,0,0,0,0.782,1.282
pita chips,11.79,15.2,68.26,457,0,2,0,0,4.76,3.8,17,4.59,37,124,129,854,0.96,0.141,33.1,0,0,0,0,6.93,0,0,0,15,0,0.56,0.307,7.043,0.109,135,0,9.1,1.2,114,22,215,0,0,0,1.342,0.003,0,0.001,0.002,0,0.007,0.676,0.448,10.768,2.024,0.099,0.002,0,0.017,0,0.049,0.001,0.003,0,10.842,2.13
popcorn cake,9.7,3.1,80.1,384,0,5,0,0,0.72,2.9,9,1.87,159,277,327,288,3.99,0.569,9.9,0,4,33,21,0.29,0,0,0,537,0,0.075,0.178,6.006,0.181,18,0,22.4,1.1,0,18,18,0,0,0,0.48,0,0,0,0,0,0,0.42,0.05,0.91,1.31,0.04,0,0,0.01,0,0,0,0,0,0.92,1.35
rice cake,7.1,4.3,81.1,392,0,5.8,0,0,0.88,4.2,11,1.49,131,360,428,71,3,0.445,24.6,0,0,0,0,1.24,0,0,0,0,0,0.06,0.16,7.81,0.15,21,0,18.9,1.9,0,21,21,0,0,0,0.875,0,0,0,0,0,0.015,0.737,0.077,1.566,1.49,0.015,0,0,0.015,0,0,0,0,0,1.582,1.52
rice paper,5.91,1.11,72.26,323,0,19.6,0,0,0.27,0.5,7,0.27,20,80,64,314,1.02,0.179,4.5,0,0,0,0,0.09,0,0,0,0,0,0.077,0,1.062,0.045,14,0,5,0,0,14,14,0,0,0,0.328,0,0,0,0,0,0.007,0.294,0.022,0.371,0.266,0.057,0,0,0.004,0,0,0,0,0,0.376,0.322
zwieback toast,10.1,9.7,74.2,426,0,4.5,0,0,12.5,2.5,20,0.6,14,55,305,227,0.54,0.145,28.7,15,16,4,0,2.44,0,1,0,16,5.3,0.208,0.239,1.319,0.082,87,0,10.7,0.9,67,20,134,2.32,0,8,2.525,0.1,0.059,0.035,0.077,0.088,0.314,1.194,0.59,4.104,2.007,0.065,0.001,0,0.129,0,0.012,0,0,0,4.244,2.073
breakfast bar,4.4,7.5,72.8,376,0,14.5,0,0,35.1,2.1,41,4.86,27,103,197,337,4.1,0.1,15,608,608,0,0,0.76,0,0,0,40,0,1,1.1,13.5,1.4,108,0,34.3,13.8,95,13,174,0,0,0,1.5,0,0,0,0,0.002,0.001,0.86,0.153,4.977,0.85,0.056,0,0,0.054,0,0.023,0,0.003,0,5,0.9
cereal bar,10.1,19.8,64.4,471,0,3.9,0,0,28.57,5.3,61,2.95,97,277,336,294,2.03,0.392,16.2,0,2,17,6,2.09,0,0,0,189,0.9,0.264,0.119,1.581,0.085,23,0,22,14.6,0,23,23,0,0,0,2.37,0,0,0,0,0.01,0.01,1.54,0.76,4.37,11.99,0.06,0,0,0.01,0,0.13,0,0,0,4.38,12.05
nutrition bar,19.935,10.405,56.775,394.364,0,9.592,2.455,23.818,28.525,5.773,459.545,6.945,170.182,449.091,383.545,294.818,4.941,0.625,17.709,515.273,545.182,358.455,0,7.948,1.473,0,0,10.909,69.8,1.725,1.229,13.763,1.423,252.455,3.93,49.482,62.991,201.364,51.091,393.364,6.839,3.655,3.455,3.325,0.009,0.007,0.064,0.065,0.723,0.271,0.997,0.672,3.425,2.518,0.237,0.001,0,0.017,0,0.038,0,0.002,0,3.517,2.774
